case_id,visa_type,beneficiary_data,recommender_data,rough_draft,final_draft
case_185,EB-1A,Dr. Alex 185 works in robotics. Publications: 73. Citations: 3978. Awards: Sloan Fellowship. Key venues: NeurIPS.,"Dr. Jordan 185, Principal Scientist, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
185. Dr. Alex 185 is a talented researcher in robotics. They have many publications and their work is known at
venues like NeurIPS. They have around 73 publications. I believe they are qualified for the EB-1A visa. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 185 for the EB-1A visa category. As Principal Scientist at Google DeepMind,
I have closely followed Dr. Alex 185's work in robotics.

Dr. Alex 185 has authored 73 peer-reviewed publications with approximately 3978 citations. Notably, Dr. Alex
185 received Sloan Fellowship. Dr. Alex 185's research appears at NeurIPS and is widely recognized in
robotics.

In summary, Dr. Alex 185 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_186,O-1A,"Dr. Alex 186 works in cybersecurity. Publications: 11. Citations: 963. Awards: —. Key venues: AAAI, NeurIPS, ACL.","Dr. Jordan 186, Chair, Microsoft Research","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
186. Dr. Alex 186 is a talented researcher in cybersecurity. Their work is recognized at top venues. They have
around 11 publications.","I am honored to recommend Dr. Alex 186 for the O-1A visa category. As Chair at Microsoft Research, I have
closely followed Dr. Alex 186's work in cybersecurity.

Dr. Alex 186 has authored 11 peer-reviewed publications with approximately 963 citations. Dr. Alex 186's
research appears at AAAI, NeurIPS, ACL and is widely recognized in cybersecurity.

In summary, Dr. Alex 186 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_187,NIW,"Dr. Alex 187 works in robotics. Publications: 39. Citations: 922. Awards: ACM Best Paper Award, NSF CAREER Award. Key
venues: NeurIPS.","Dr. Jordan 187, Professor, Berkeley","I am writing to recommend Dr. Alex 187. Dr. Alex 187 is a talented researcher in robotics. They have many
publications and their work is known at venues like NeurIPS. They have around 39 publications. I believe they
are highly qualified.","I am honored to recommend Dr. Alex 187 for the NIW visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 187's work in robotics.

Dr. Alex 187 has authored 39 peer-reviewed publications with approximately 922 citations. Notably, Dr. Alex
187 received ACM Best Paper Award, NSF CAREER Award. Dr. Alex 187's research appears at NeurIPS and is widely
recognized in robotics.

In summary, Dr. Alex 187 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_188,EB-1A,"Dr. Alex 188 works in NLP. Publications: 55. Citations: 1869. Awards: ICLR Spotlight, NSF CAREER Award. Key venues:
ICML.","Dr. Jordan 188, Director, Caltech","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
188. Dr. Alex 188 is a talented researcher in NLP. They have many publications and their work is known at
venues like ICML. They have around 55 publications. I believe they are qualified for the EB-1A visa. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 188 for the EB-1A visa category. As Director at Caltech, I have closely
followed Dr. Alex 188's work in NLP.

Dr. Alex 188 has authored 55 peer-reviewed publications with approximately 1869 citations. Notably, Dr. Alex
188 received ICLR Spotlight, NSF CAREER Award. Dr. Alex 188's research appears at ICML and is widely
recognized in NLP.

In summary, Dr. Alex 188 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_189,NIW,"Dr. Alex 189 works in NLP. Publications: 80. Citations: 1424. Awards: ICLR Spotlight, Sloan Fellowship. Key venues:
NeurIPS.","Dr. Jordan 189, Research Scientist, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
189. Dr. Alex 189 is a talented researcher in NLP. They have many publications and their work is known at
venues like NeurIPS. They have around 62 publications.","I am honored to recommend Dr. Alex 189 for the NIW visa category. As Research Scientist at CMU, I have closely
followed Dr. Alex 189's work in NLP.

Dr. Alex 189 has authored 80 peer-reviewed publications with approximately 1424 citations. Notably, Dr. Alex
189 received ICLR Spotlight, Sloan Fellowship. Dr. Alex 189's research appears at NeurIPS and is widely
recognized in NLP.

In summary, Dr. Alex 189 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_190,EB-1A,Dr. Alex 190 works in cybersecurity. Publications: 24. Citations: 1676. Awards: —. Key venues: ACL.,"Dr. Jordan 190, Associate Professor, Stanford","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
190. Dr. Alex 190 is a talented researcher in cybersecurity. They have many publications and their work is
known at venues like ACL. They have around 24 publications. They also received the Best Innovator 2022. I
believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 190 for the EB-1A visa category. As Associate Professor at Stanford, I have
closely followed Dr. Alex 190's work in cybersecurity.

Dr. Alex 190 has authored 24 peer-reviewed publications with approximately 1676 citations. Dr. Alex 190's
research appears at ACL and is widely recognized in cybersecurity.

In summary, Dr. Alex 190 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_191,O-1A,Dr. Alex 191 works in computational biology. Publications: 47. Citations: 2975. Awards: ICLR Spotlight. Key venues: KDD.,"Dr. Jordan 191, Professor, Google DeepMind","I am writing to recommend Dr. Alex 191. Dr. Alex 191 is a talented researcher in computational biology. They
have many publications and their work is known at venues like KDD. They have around 47 publications. I believe
they are highly qualified. Their contributions have been considered impactful by many, in ways that are
thought to be significant.","I am honored to recommend Dr. Alex 191 for the O-1A visa category. As Professor at Google DeepMind, I have
closely followed Dr. Alex 191's work in computational biology.

Dr. Alex 191 has authored 47 peer-reviewed publications with approximately 2975 citations. Notably, Dr. Alex
191 received ICLR Spotlight. Dr. Alex 191's research appears at KDD and is widely recognized in computational
biology.

In summary, Dr. Alex 191 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_192,EB-1A,Dr. Alex 192 works in NLP. Publications: 55. Citations: 1075. Awards: ACM Best Paper Award. Key venues: EMNLP.,"Dr. Jordan 192, Director, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
192. Dr. Alex 192 is a talented researcher in NLP. They have many publications and their work is known at
venues like EMNLP. They have around 55 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 192 for the EB-1A visa category. As Director at MIT, I have closely
followed Dr. Alex 192's work in NLP.

Dr. Alex 192 has authored 55 peer-reviewed publications with approximately 1075 citations. Notably, Dr. Alex
192 received ACM Best Paper Award. Dr. Alex 192's research appears at EMNLP and is widely recognized in NLP.

In summary, Dr. Alex 192 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_193,O-1A,"Dr. Alex 193 works in cybersecurity. Publications: 31. Citations: 2148. Awards: IEEE Fellow, Turing Award nomination.
Key venues: ICLR.","Dr. Jordan 193, Research Scientist, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
193. Dr. Alex 193 is a talented researcher in cybersecurity. They have many publications and are recognized in
their field. They have around 31 publications. I believe they are qualified for the O-1A visa. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 193 for the O-1A visa category. As Research Scientist at Google DeepMind, I
have closely followed Dr. Alex 193's work in cybersecurity.

Dr. Alex 193 has authored 31 peer-reviewed publications with approximately 2148 citations. Notably, Dr. Alex
193 received IEEE Fellow, Turing Award nomination. Dr. Alex 193's research appears at ICLR and is widely
recognized in cybersecurity.

In summary, Dr. Alex 193 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_194,O-1A,"Dr. Alex 194 works in computer vision. Publications: 22. Citations: 3005. Awards: NeurIPS Outstanding Paper, IEEE
Fellow. Key venues: NeurIPS.","Dr. Jordan 194, Professor, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
194. Dr. Alex 194 is a talented researcher in computer vision. They have many publications and their work is
known at venues like NeurIPS. They have around 22 publications. I believe they are qualified for the O-1A
visa.","I am honored to recommend Dr. Alex 194 for the O-1A visa category. As Professor at Google DeepMind, I have
closely followed Dr. Alex 194's work in computer vision.

Dr. Alex 194 has authored 22 peer-reviewed publications with approximately 3005 citations. Notably, Dr. Alex
194 received NeurIPS Outstanding Paper, IEEE Fellow. Dr. Alex 194's research appears at NeurIPS and is widely
recognized in computer vision.

In summary, Dr. Alex 194 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
